GATE_LF_FS: 1970.567,781.0587,1510.677,826.3694,1,0
GATE_FS_SB: 128.1593,469.7159,817.1919,-1069.67,1,0
FS_A01: -4108.432,505.0582,-2879.32,487.3695,1,1
FS_A02: -3671.432,609.0584,-2563.32,624.3701,1,1
FS_B02: -3732.938,495.6234,-2606.517,498.3519,0,1
FS_B03: -3356.938,493.6234,-2231.516,458.3517,0,1
FS_C02: -3128.099,615.8916,-2241.659,627.3701,1,1
FS_B01: -2657.432,638.0584,-1823.327,657.3698,1,1
FS_C04: -2244.938,619.6239,-1602.516,631.3521,1,1
FS_D01: -2035.956,361.3609,-1465.12,421.8258,0,1
FS_D02: -1617.164,331.0689,-1179.327,406.0341,0,1
FS_D04: -823.2509,346.5393,-422.8861,453.0052,0,1
FS_D05: 198.2545,-1018.103,-107.0428,-785.1985,0,0
FS_D06: 2372.812,-171.1048,1554.218,-80.30873,0,3
FS_D07: -1175.169,308.7221,-832.0803,406.9552,0,1
FS_D10: -557.5277,217.9506,-331.9025,316.5645,0,1
FS_D11: -484.2603,-1029.958,-570.9313,-789.3069,0,2
FS_D12: -925.9882,-1167.944,-739.6431,-983.3989,0,2
FS_D13: -749.9282,-1186.287,-594.4049,-912.7263,0,2
FS_D14: -151.6393,-1591.176,-332.2636,-1279.422,1,2
FS_D15: -937.7515,-1538.669,-748.0665,-1293.477,0,2
FS_D16: -1097.751,-1669.669,-866.0665,-1290.477,1,0
FS_D17: -697.5551,-1524.926,-586.0276,-1200.227,1,2
FS_D18: -696.5903,-1630.871,-586.0369,-1266.187,1,2
FS_D19: 813.5567,-1506.284,364.5894,-1273.388,1,2
FS_D20: 354.5568,-1668.284,208.5894,-1286.388,1,2
FS_D21: 356.5568,-1491.284,198.5894,-1210.388,1,2
FS_C01: -1770.431,621.0584,-1276.324,631.3698,1,1
FS_C03: -1373.938,605.6239,-963.5148,643.3521,1,1
FS_C06: 1885.696,354.2688,1219.897,303.2567,0,3
FS_C07: 2255.219,382.0515,1493.354,440.9739,0,3
FS_C08: 2437.729,383.6261,1662.927,442.8887,0,3
FS_C09: 2250.146,178.0008,1487.927,313.014,0,3
FS_C10: 2804.391,169.1846,1674.397,291.5444,0,3
FS_C11: 2751.391,27.18476,1801.598,154.9044,0,3
FS_C12: 2362.245,29.90795,1551.517,154.1425,0,3
FS_C13: 1903.211,-55.54488,1181.365,-38.25385,0,3
FS_C14: 2133.136,29.86265,1399.848,144.3758,0,3
FS_C15: 2136.953,-79.86488,1394.229,17.77571,0,3
FS_C16: 2143.598,-259.7219,1410.64,-109.2778,0,3
FS_C17: 1801.999,-335.7043,1044.235,-178.8043,0,3
FS_C18: 1400.103,-345.8076,817.0638,-186.7008,0,3
FS_C19: 1432.409,-645.8075,890.9446,-532.8703,0,3
FS_C20: 1138.192,-342.0409,667.8948,-182.2205,0,3
FS_C21: 707.4211,-343.2212,234.5672,-179.2367,0,3
FS_C22: 431.9374,-533.6084,205.9217,-401.8011,0,0
FS_C23: 433.6838,-807.6864,203.2869,-639.0553,0,0
FS_C24: 1667.31,-198.3599,1065.052,-47.42994,0,3
FS_C25: 463.4091,277.8409,769.3294,-573.5568,1,3
FS_C26: 573.4091,277.8409,1033.329,-573.5568,1,3
FS_C28: 683.4091,277.8409,820.3295,-691.5568,1,3
FS_C29: 793.4091,277.8409,1137.329,-691.5568,1,3
FS_C30: 903.4091,277.8409,1359.329,-689.5568,1,3
FS_E01: -2967.17,343.8667,-2113.176,404.4413,2,1
FS_E02: -2753.203,-173.6175,-1893.86,158.8004,0,1
FS_E03: -349.1688,-302.1333,-184.3757,-20.42494,2,1
FS_E04: -2445.89,304.4453,-1672.891,387.0818,2,1
FS_E05: 1345.994,404.445,866.2549,414.6698,2,1
FS_E06: -1830.169,-183.594,-1348.74,127.2445,0,1
FS_E08: -605.6495,-141.8057,-484.4392,136.7593,0,1
FS_E09: -19.14047,-122.5369,-91.19869,150.997,2,1
FS_E10: 425.4786,-185.711,261.3419,-19.59414,2,1
FS_E11: 917.4796,180.9866,718.0643,221.5922,2,1
FS_E12: 17.25142,-290.6194,24.31926,-7.321215,2,1
FS_E07: 1133.832,601.7221,829.9178,639.9555,1,1
FS_L07: -1038.739,610.4912,-743.163,655.0001,1,1
FS_L05: -556.7404,639.4912,-597.1628,767.9995,1,1
FS_L04: -41.73991,713.4912,-168.1635,769.9995,1,1
FS_L02: -124.7392,525.4909,-117.1633,565.9998,1,1
FS_L03: -35.73992,335.4909,-137.1633,447.9997,1,1
FS_L01: 73.2598,531.4909,48.83605,569.9998,1,1
FS_L06: -101.7399,818.4917,-64.16331,882.9995,1,1
FS_L08: 428.2593,705.4909,284.8372,770.9995,1,1
FS_L09: 1469.26,803.4917,1079.838,831.9995,1,1
FS_L11: 989.1601,784.4132,508.1092,773.9427,1,1
FS_L12: 1471.883,945.2373,1078.273,978.61,1,1
FS_C05: 1733.062,789.6239,1278.484,834.3518,1,1
FS_S01: -2490.813,523.7484,-1735.516,529.227,1,0
FS_S03: 1780.848,676.7666,1367.412,715.4232,1,0
FS_S04: -105.5828,794.0736,-173.1749,894.4411,2,0
FS_S05: -2438.89,180.445,-1623.891,519.0815,1,0
FS_S07: 3057.964,-3.202739,2171.393,141.2773,0,0
FS_S08: -1133.752,-1789.669,-888.0665,-1416.477,1,0
FS_S09: 128.1593,119.7159,818.1919,-1200.67,1,0
FS_PR01: 793.4091,127.8409,341.3295,-783.5568,1,3
FS_PR02: 903.4091,127.8409,591.3294,-772.5568,1,3
FS_PR03: 1013.409,127.8409,720.3295,-775.5568,1,3
OffScreenDen_FS: -4336.429,655.0584,-2582.32,788.3698,1,1
Connection: GATE_LF_FS,FS_C05,0,0,0,0,0,0
Connection: GATE_FS_SB,FS_D19,0,0,0,0,0,0
Connection: GATE_FS_SB,FS_S09,0,0,0,0,0,0
Connection: FS_A01,FS_A02,0,0,0,0,0,0
Connection: FS_A01,FS_B02,0,0,0,0,0,0
Connection: FS_A02,FS_C02,0,0,0,0,0,0
Connection: FS_A02,FS_B02,0,0,0,0,0,0
Connection: FS_B02,FS_B03,0,0,0,0,0,0
Connection: FS_B03,FS_C02,0,0,0,0,0,0
Connection: FS_B03,FS_E01,0,0,0,0,0,0
Connection: FS_C02,FS_B01,0,0,0,0,0,0
Connection: FS_B01,FS_C04,0,0,0,0,0,0
Connection: FS_B01,FS_S01,0,0,0,0,0,0
Connection: FS_C04,FS_C01,0,0,0,0,0,0
Connection: FS_C04,FS_D01,0,0,0,0,0,0
Connection: FS_D01,FS_E04,0,0,0,0,0,0
Connection: FS_D01,FS_D02,0,0,0,0,0,0
Connection: FS_D02,FS_D07,0,0,0,0,0,0
Connection: FS_D04,FS_L07,0,0,0,0,0,0
Connection: FS_D04,FS_D10,0,0,0,0,0,0
Connection: FS_D04,FS_D07,0,0,0,0,0,0
Connection: FS_D05,FS_C23,0,0,0,0,0,0
Connection: FS_D05,FS_D11,0,0,0,0,0,0
Connection: FS_D06,FS_C12,0,0,0,0,0,0
Connection: FS_D06,FS_C15,0,0,0,0,0,0
Connection: FS_D06,FS_C16,0,0,0,0,0,0
Connection: FS_D10,FS_E08,0,0,0,0,0,0
Connection: FS_D11,FS_D12,0,0,0,0,0,0
Connection: FS_D11,FS_D13,0,0,0,0,0,0
Connection: FS_D12,FS_D13,0,0,0,0,0,0
Connection: FS_D12,FS_D15,0,0,0,0,0,0
Connection: FS_D14,FS_D21,0,0,0,0,0,0
Connection: FS_D14,FS_D17,0,0,0,0,0,0
Connection: FS_D14,FS_D20,0,0,0,0,0,0
Connection: FS_D14,FS_D18,0,0,0,0,0,0
Connection: FS_D15,FS_D17,0,0,0,0,0,0
Connection: FS_D15,FS_D16,0,0,0,0,0,0
